purchase_id,customer_id,product_id,purchase_date,quantity,total_amount
1130,98,645,2024-01-11,1,78.7
17206,2983,594,2024-04-14,4,171.6
5183,9704,1597,2024-02-20,3,203.46
17287,5796,610,2024-05-03,5,72.7
14843,8473,145,2024-06-13,10,699.6
14401,3209,447,2024-01-25,3,32.4
13008,7383,290,2024-05-17,4,273.52
158,5663,640,2024-02-07,1,59.12
11683,822,1144,2024-02-16,8,484.48
14073,302,1021,2024-06-17,3,277.32
18246,1718,248,2024-03-02,10,141.3
9263,7388,1725,2024-01-23,5,476.2
8178,1236,1042,2024-01-08,6,499.56
17057,630,368,2024-05-08,6,306.06
18361,9699,1328,2024-06-11,2,113.96
15728,7809,449,2024-02-03,2,66.98
5879,8040,965,2024-04-07,6,500.16
8153,8860,236,2024-02-08,9,198.27
3854,6155,379,2024-02-26,9,722.16
13129,7722,1038,2024-01-22,5,239.35
5240,6940,622,2024-03-04,1,89.53
8332,1187,1211,2024-01-16,3,35.67
7353,3848,432,2024-04-02,10,480.8
7209,1236,1430,2024-05-11,8,105.76
18529,2073,996,2024-03-28,4,158.96
7904,8373,320,2024-03-14,6,442.08
12923,3639,1416,2024-04-07,9,185.85
5730,8366,993,2024-06-15,7,171.99
10191,467,617,2024-03-07,7,483.63
1162,2898,1199,2024-06-01,7,517.79
2222,3573,1862,2024-01-06,5,343.15
845,6018,453,2024-01-21,6,375.72
14102,4423,644,2024-06-12,6,257.28
4726,9890,985,2024-02-13,9,283.77
11939,4080,844,2024-02-06,8,469.12
2710,1036,863,2024-05-12,8,126.88
3138,696,499,2024-06-06,1,18.49
10450,8368,563,2024-06-11,5,238.95
15431,8899,1247,2024-01-04,3,299.82
9612,9629,1110,2024-04-04,3,228.24
9001,2552,155,2024-05-25,9,218.52
12193,3839,1153,2024-02-05,5,86.3
18272,270,939,2024-01-20,5,138.9
9960,2777,1614,2024-02-18,6,470.82
10276,1387,1476,2024-02-09,2,117.4
2987,3784,142,2024-03-26,8,258.8
18250,270,273,2024-01-30,8,535.76
16108,5419,1163,2024-03-18,4,307.88
18164,9064,1832,2024-04-24,2,116.48
2194,8346,946,2024-02-19,4,93.52
11865,358,722,2024-03-17,8,776.64
18442,4949,1411,2024-01-07,2,121.56
13722,9308,1014,2024-04-05,1,60.12
13992,6438,1577,2024-02-10,4,164.0
12159,2258,618,2024-03-22,10,853.1
2764,69,752,2024-04-10,9,219.33
1343,3331,1046,2024-05-06,10,544.9
18473,7412,2,2024-05-26,4,76.44
6478,2301,316,2024-05-17,4,110.08
1961,6768,1460,2024-01-29,4,60.04
15015,63,1096,2024-03-06,8,781.52
18319,5602,1454,2024-04-25,3,51.27
1614,6939,1320,2024-01-20,10,682.9
6164,3612,1441,2024-06-24,4,316.64
3158,6964,447,2024-06-06,9,97.2
3275,8965,1671,2024-05-27,8,715.04
11680,5421,1298,2024-03-16,10,664.2
13407,894,1329,2024-06-14,4,208.92
18638,7451,1038,2024-06-04,3,143.61
5008,9957,833,2024-05-20,7,686.28
18134,3769,649,2024-01-31,6,178.86
8039,6628,410,2024-01-17,4,267.36
2834,1137,1477,2024-04-27,5,390.15
3017,523,737,2024-02-18,10,798.4
5564,1809,1792,2024-03-21,10,485.6
14407,8852,1716,2024-06-12,9,220.14
9346,6594,1735,2024-04-11,10,860.1
19260,33,651,2024-01-10,10,284.5
8707,5297,1021,2024-04-23,7,647.08
3618,5255,1248,2024-03-05,7,575.68
741,3174,587,2024-05-07,5,379.0
8304,2871,1626,2024-05-31,10,992.5
14014,3726,1668,2024-04-27,8,469.52
12179,1011,81,2024-03-10,8,109.92
18816,7929,256,2024-05-11,4,255.28
18492,2107,593,2024-06-03,9,798.39
14738,4057,673,2024-05-07,6,564.84
4066,1731,112,2024-06-18,9,737.55
5420,3490,1142,2024-04-02,8,207.36
14057,6510,264,2024-01-03,3,102.66
1369,5239,1495,2024-05-17,6,395.7
274,448,1927,2024-05-18,4,338.72
8436,8515,1892,2024-04-15,8,453.92
2519,3752,1668,2024-05-24,1,58.69
603,1492,155,2024-02-13,4,97.12
1326,6952,1839,2024-02-27,8,460.32
3001,6679,1993,2024-02-26,1,76.91
16308,2776,999,2024-04-20,6,457.62
1003,611,1728,2024-01-27,8,769.6
18017,9216,1427,2024-01-21,4,46.52
3787,2830,1692,2024-04-03,5,189.85
10947,8067,785,2024-01-11,8,106.72
6454,6721,469,2024-03-10,8,716.96
12060,6287,1862,2024-02-19,9,617.67
13920,4301,435,2024-02-05,3,157.32
10259,5192,66,2024-06-22,10,652.9
16737,5033,693,2024-01-13,3,103.35
17111,7991,781,2024-01-31,9,501.03
10571,6137,939,2024-05-01,2,55.56
4805,4053,800,2024-01-07,5,243.4
1807,5219,1470,2024-05-07,9,389.16
14749,6847,627,2024-02-11,1,91.35
12162,8067,1283,2024-05-22,2,158.82
17047,9007,621,2024-03-29,7,207.83
16435,1703,1330,2024-01-29,5,424.4
8995,9752,451,2024-02-19,3,155.64
15780,3531,389,2024-02-09,2,199.74
2522,7179,1002,2024-03-30,3,73.2
12856,3983,1422,2024-02-04,2,99.76
4817,3725,1054,2024-04-02,5,436.2
14292,4083,1144,2024-03-26,5,302.8
9217,3039,1019,2024-05-30,8,147.76
1065,8635,830,2024-05-16,8,615.04
15160,9769,1101,2024-02-11,9,664.65
14432,8713,947,2024-05-31,1,45.11
19178,4948,1587,2024-03-01,10,433.4
1924,3211,1992,2024-01-04,7,463.4
2469,6772,1572,2024-02-26,8,734.72
17978,2882,637,2024-04-26,8,609.2
4165,1867,449,2024-05-17,4,133.96
8016,7459,1549,2024-04-17,5,70.7
5023,9429,488,2024-02-24,10,663.6
14816,7281,537,2024-01-25,7,379.26
2805,5348,1837,2024-04-09,10,929.2
19281,9811,626,2024-03-04,9,200.52
28,10,1067,2024-01-15,5,389.8
510,1363,219,2024-06-20,7,692.58
5391,3484,311,2024-04-14,3,202.02
17268,4475,1384,2024-01-11,10,672.1
17817,7255,1975,2024-04-04,9,527.58
5454,827,1229,2024-04-15,7,240.24
6102,4110,1110,2024-04-14,7,532.56
18660,5199,1199,2024-04-04,8,591.76
11488,579,502,2024-03-09,1,13.52
18693,8941,1016,2024-04-08,8,604.64
4694,8057,680,2024-06-19,4,190.0
11013,4947,1355,2024-05-16,4,298.96
2561,1658,208,2024-01-02,5,292.65
5304,1164,1412,2024-06-14,6,371.64
9500,3817,1873,2024-05-17,1,13.14
17974,4801,112,2024-02-17,5,409.75
1103,943,154,2024-03-26,7,347.9
327,7186,730,2024-04-19,5,401.5
4656,5176,435,2024-03-20,5,262.2
13615,3470,1798,2024-05-31,2,69.28
268,9127,17,2024-01-09,2,79.76
18786,1746,917,2024-06-01,7,581.35
3446,2990,1868,2024-04-14,10,619.2
4859,2862,856,2024-06-24,10,994.9
14610,8427,1218,2024-03-29,6,223.98
13634,5713,528,2024-02-12,3,52.56
9470,7929,1328,2024-06-15,10,569.8
3496,1488,31,2024-03-04,8,352.16
3046,9659,904,2024-01-05,2,164.12
18430,3327,1100,2024-05-10,4,61.96
4835,42,1752,2024-02-20,7,267.05
9575,2836,633,2024-05-19,1,50.45
1559,2581,1252,2024-02-23,4,337.88
14066,5871,1720,2024-06-19,6,417.12
14761,613,1788,2024-05-08,8,632.8
9768,2063,1096,2024-03-13,8,781.52
13292,6460,680,2024-01-03,6,285.0
16976,6281,1634,2024-01-19,9,187.56
11998,6833,485,2024-01-07,6,256.62
7128,2265,198,2024-05-03,10,234.5
12602,3012,259,2024-01-12,7,528.43
2018,9964,557,2024-05-04,4,54.52
6042,7205,325,2024-05-25,8,179.12
1979,6221,204,2024-06-12,9,728.01
15228,2567,86,2024-03-08,9,418.05
8710,9487,760,2024-06-19,9,891.09
9636,2741,1941,2024-03-26,9,111.51
4967,9263,1048,2024-06-15,5,219.3
2630,7732,2,2024-05-07,1,19.11
5761,9938,214,2024-01-15,8,407.04
5134,457,1599,2024-05-02,8,780.8
12390,5419,1134,2024-05-01,10,175.9
5584,9334,1687,2024-03-25,1,80.26
19936,1754,428,2024-01-11,1,60.11
1039,7042,230,2024-06-22,1,36.94
8964,7314,141,2024-03-17,4,259.44
5515,9735,1955,2024-03-03,8,81.92
8069,2652,257,2024-02-29,7,624.4
16923,2497,1551,2024-02-17,9,235.44
12249,189,264,2024-06-16,5,171.1
3925,7237,1957,2024-04-12,3,231.24
8918,349,924,2024-03-26,2,51.3
3796,8998,1896,2024-04-13,4,191.92
10348,447,320,2024-05-11,10,736.8
11218,4817,1667,2024-03-15,1,69.12
14549,8372,1208,2024-05-21,5,54.65
15970,4891,116,2024-03-09,2,157.44
11328,832,1671,2024-05-23,2,178.76
13191,622,48,2024-03-09,9,778.86
11379,9154,1247,2024-05-12,5,499.7
4937,522,779,2024-03-27,4,386.56
6909,2456,1229,2024-06-07,1,34.32
8180,6199,1555,2024-04-08,6,459.3
2150,202,1555,2024-06-14,5,382.75
17083,5434,856,2024-03-31,8,795.92
5363,8690,372,2024-03-28,6,283.14
3870,1946,268,2024-05-08,10,927.9
17222,8883,332,2024-04-23,8,591.44
1243,4992,497,2024-01-13,4,43.96
6306,8222,649,2024-04-03,1,29.81
3265,8177,813,2024-03-19,6,139.68
5811,872,1096,2024-05-21,7,683.83
18673,7277,531,2024-03-21,8,315.76
14052,6203,226,2024-03-01,4,287.52
15092,9318,1745,2024-06-18,5,103.65
15350,7099,531,2024-05-30,8,315.76
5596,4295,762,2024-05-27,5,401.4
2019,7748,545,2024-03-31,10,821.9
3149,6270,79,2024-04-14,10,308.7
16060,8517,1662,2024-03-02,1,34.36
13490,3421,335,2024-04-02,7,611.94
7731,3978,554,2024-04-27,9,112.41
14896,5811,1239,2024-04-27,2,51.46
8117,1284,1292,2024-05-03,3,237.24
2462,8358,1496,2024-03-10,7,194.39
14972,7872,846,2024-02-11,4,388.48
151,3083,555,2024-06-17,9,835.56
10330,9448,1196,2024-05-02,4,162.32
18651,8044,87,2024-02-19,2,132.12
4440,6662,724,2024-03-14,2,30.88
2800,4936,674,2024-06-24,3,94.02
2613,864,1837,2024-03-06,7,650.44
13119,3234,268,2024-05-21,4,371.16
7248,6412,1687,2024-06-01,6,481.56
12070,5759,904,2024-02-29,7,574.42
1151,203,1405,2024-04-18,1,30.79
17961,4423,87,2024-04-27,3,198.18
11365,6898,387,2024-03-13,4,393.28
1707,6337,665,2024-06-09,5,417.25
5826,2774,2,2024-06-04,6,114.66
16745,1750,1915,2024-01-02,3,87.9
12622,232,768,2024-03-10,7,216.58
15625,9804,1946,2024-03-16,9,104.04
2827,6103,1475,2024-01-17,10,906.1
14883,5558,107,2024-03-31,5,346.25
1209,4208,1951,2024-01-14,7,363.51
6079,8976,1944,2024-05-11,4,180.04
8521,7038,882,2024-05-31,3,223.14
422,2796,1352,2024-03-24,5,208.3
2588,4667,501,2024-01-31,10,435.2
6275,1003,246,2024-01-26,1,67.87
981,9535,1887,2024-06-12,7,678.65
19286,3637,274,2024-05-04,2,126.8
753,5779,544,2024-03-11,3,81.57
14340,4928,890,2024-03-15,8,656.72
17921,886,394,2024-03-04,2,162.38
19084,2610,940,2024-03-15,6,366.06
11046,8313,1888,2024-01-17,10,247.1
3538,5246,1856,2024-01-07,2,91.88
18534,8361,1727,2024-06-18,6,312.18
11617,204,1357,2024-03-29,6,526.26
9686,5923,457,2024-03-11,10,330.6
13429,8456,1208,2024-05-01,3,32.79
14483,7884,390,2024-04-23,4,195.16
4980,431,1069,2024-01-24,9,155.07
18344,4921,66,2024-04-18,6,391.74
5315,7840,1503,2024-02-15,5,105.8
8784,423,1174,2024-04-30,1,22.81
4400,6785,1728,2024-06-03,9,865.8
12239,4839,1961,2024-01-24,6,359.46
14841,4339,1573,2024-06-01,5,120.75
12899,8565,1974,2024-05-25,8,675.36
496,8730,656,2024-01-26,2,152.5
17272,3981,1732,2024-04-11,1,39.43
15707,9501,1767,2024-04-09,2,28.86
13158,4296,156,2024-06-22,10,531.9
16114,6167,389,2024-01-30,4,399.48
12257,277,320,2024-01-26,2,147.36
8053,1204,743,2024-05-22,5,321.25
8754,3385,370,2024-02-17,7,630.28
14521,3956,1887,2024-05-21,4,387.8
12634,5960,438,2024-01-15,1,87.37
4587,2131,480,2024-05-21,4,101.48
14814,2710,1429,2024-05-17,2,138.38
9173,527,323,2024-05-12,6,354.6
16607,1318,121,2024-02-04,1,98.9
16094,4498,1930,2024-02-09,3,224.7
4659,5837,162,2024-02-10,7,70.49
11297,4181,834,2024-06-01,9,888.12
8208,2040,846,2024-03-03,8,776.96
9397,2907,406,2024-05-11,3,234.18
14525,1183,431,2024-04-29,7,564.34
14437,4667,86,2024-05-29,7,325.15
15051,2142,1534,2024-01-06,10,566.7
5109,399,1728,2024-04-03,6,577.2
10963,3598,890,2024-02-13,3,246.27
9655,4434,1225,2024-04-19,4,240.0
947,5111,1767,2024-05-19,7,101.01
10103,7789,1328,2024-04-28,8,455.84
10936,2544,1871,2024-03-08,9,339.21
18082,40,625,2024-04-13,9,125.37
5250,2541,361,2024-01-20,6,410.22
15689,3083,1526,2024-02-01,4,133.44
8647,8340,1389,2024-02-17,9,152.73
10909,2539,1339,2024-01-08,2,85.12
2877,6259,1343,2024-05-19,4,46.96
11033,4920,1484,2024-03-20,6,424.98
15269,9085,1573,2024-01-28,3,72.45
16166,5631,814,2024-01-12,4,138.6
12459,7818,101,2024-02-02,8,436.96
1540,6951,1447,2024-03-27,2,102.86
12695,9515,253,2024-02-26,10,577.8
3123,1280,1783,2024-04-26,1,13.82
1253,4434,768,2024-03-28,10,309.4
5503,6454,853,2024-02-11,2,119.92
16237,2665,1041,2024-04-15,1,24.04
11366,2497,1809,2024-05-30,10,179.3
18206,7269,47,2024-01-04,1,23.64
13507,5859,912,2024-03-08,1,94.19
11084,5908,1498,2024-01-17,1,50.85
10738,9179,755,2024-02-07,10,783.3
19873,5525,596,2024-04-27,7,564.2
6101,7238,1054,2024-05-29,1,87.24
17270,4563,1854,2024-05-30,4,284.52
12775,6930,674,2024-05-05,6,188.04
9924,884,69,2024-03-22,6,425.16
14363,6069,1268,2024-01-16,2,146.72
6795,8713,1903,2024-03-02,4,113.56
19468,2028,571,2024-05-13,1,20.14
5839,9192,1713,2024-01-08,2,125.24
13408,6415,1789,2024-05-04,9,847.44
12652,2664,513,2024-04-09,4,279.4
12421,5911,633,2024-06-09,3,151.35
18565,6932,1597,2024-05-04,1,67.82
17636,2936,1444,2024-03-14,7,394.24
6284,1764,1764,2024-06-11,6,440.04
7063,9369,758,2024-01-11,6,455.7
11284,1449,214,2024-02-18,10,508.8
11809,1001,1190,2024-05-16,10,445.5
17976,1960,1040,2024-04-23,5,451.45
13162,5860,993,2024-06-18,5,122.85
733,509,1887,2024-06-03,5,484.75
13631,8757,1951,2024-05-05,5,259.65
10825,8076,1239,2024-01-21,9,231.57
15519,6739,1337,2024-05-05,10,177.8
14484,7382,1013,2024-01-19,6,482.88
219,6337,731,2024-01-24,8,715.52
14235,3790,410,2024-03-08,10,668.4
16960,2094,217,2024-03-09,7,646.1
5379,1648,263,2024-06-22,7,152.46
3437,9058,736,2024-03-21,7,152.18
12986,8266,846,2024-06-23,7,679.84
12336,493,1539,2024-03-22,1,61.94
1942,5243,1025,2024-04-17,9,401.94
17995,8428,117,2024-05-17,3,217.02
2924,8062,1801,2024-02-25,8,774.56
9728,5237,19,2024-01-21,7,78.05
18044,7159,1854,2024-03-04,5,355.65
13690,6568,1251,2024-04-29,2,126.68
13423,3186,156,2024-05-20,3,159.57
13966,5193,1343,2024-04-05,4,46.96
13651,8632,603,2024-04-08,9,703.26
7454,5910,833,2024-04-20,8,784.32
6863,5810,108,2024-04-02,6,546.12
12764,7201,1999,2024-05-07,5,256.75
11651,7003,675,2024-05-20,1,16.92
19706,8291,1953,2024-01-27,6,391.5
15484,466,1670,2024-01-09,7,698.95
14258,6063,1892,2024-01-04,6,340.44
12118,4495,1957,2024-03-01,8,616.64
4159,5030,1792,2024-06-24,6,291.36
8188,2054,1861,2024-04-22,3,143.52
16362,7161,918,2024-02-04,6,208.08
10002,9247,1042,2024-04-29,8,666.08
18511,5491,503,2024-05-08,9,698.13
14894,7371,946,2024-02-14,7,163.66
474,4955,1725,2024-04-13,7,666.68
6337,6066,248,2024-03-01,8,113.04
14249,4289,467,2024-02-07,3,198.12
639,9118,1454,2024-02-03,2,34.18
19875,6706,1418,2024-02-06,3,80.52
18923,7587,136,2024-02-19,4,304.64
12134,9119,1893,2024-03-22,7,247.59
10659,7318,636,2024-04-04,10,661.1
16321,7531,778,2024-03-28,9,814.59
11419,5483,451,2024-06-11,3,155.64
8289,5974,568,2024-01-16,7,658.07
11446,1513,1208,2024-05-20,3,32.79
13650,9809,451,2024-05-07,2,103.76
19652,9681,758,2024-05-26,2,151.9
14695,2993,1749,2024-06-04,9,511.83
10329,3313,546,2024-05-31,9,203.49
8978,2187,1701,2024-02-13,9,557.19
8045,1551,1767,2024-02-09,3,43.29
7800,893,636,2024-03-29,10,661.1
7492,1623,161,2024-06-14,6,231.0
3262,5260,490,2024-01-27,9,754.83
3782,9429,1706,2024-04-23,3,59.79
3619,911,547,2024-02-19,5,78.2
9808,4295,836,2024-04-26,9,471.6
9447,149,1869,2024-05-27,1,19.22
3103,5137,1954,2024-03-27,9,339.12
55,6865,54,2024-02-15,5,226.75
8409,1794,720,2024-02-18,9,507.78
6813,4185,1369,2024-03-03,3,162.63
10188,9542,304,2024-03-02,2,132.42
3604,2796,1870,2024-05-19,1,95.87
1636,6912,752,2024-02-02,9,219.33
15594,5192,76,2024-03-25,6,535.08
4844,3655,1807,2024-05-13,7,640.01
7387,6784,1197,2024-03-20,2,140.98
5414,8062,1808,2024-04-30,5,470.0
11727,9125,1263,2024-01-14,6,497.34
5774,3620,1441,2024-04-29,10,791.6
13400,258,1085,2024-05-01,3,234.99
4227,7611,175,2024-06-15,5,464.95
1649,579,1331,2024-01-26,5,396.25
17831,893,1951,2024-03-07,10,519.3
17850,2397,387,2024-02-24,1,98.32
9939,7183,76,2024-06-04,4,356.72
9393,7792,368,2024-02-11,9,459.09
18486,5910,1389,2024-02-16,4,67.88
5338,3941,1401,2024-01-25,1,90.88
12949,3643,987,2024-06-16,8,659.68
12139,314,1609,2024-01-27,8,701.68
8624,9563,257,2024-01-14,1,89.2
5343,5081,845,2024-02-13,5,199.9
7632,9491,323,2024-02-13,6,354.6
17671,6905,458,2024-01-21,4,268.36
11194,475,1887,2024-03-12,3,290.85
19095,3528,1860,2024-05-24,8,231.36
3162,531,101,2024-05-23,2,109.24
6519,9802,987,2024-03-12,3,247.38
17987,722,1833,2024-05-09,7,332.01
17953,5287,402,2024-06-19,1,22.31
10493,7035,175,2024-04-09,7,650.93
5020,4345,207,2024-04-03,10,596.0
9717,6124,1430,2024-02-14,1,13.22
17579,4928,70,2024-05-24,4,183.52
5751,3661,867,2024-01-07,5,142.9
15185,7003,1760,2024-01-18,1,45.77
8314,2682,301,2024-05-03,4,222.04
14431,6513,1973,2024-06-03,4,249.6
7249,5988,755,2024-03-27,2,156.66
3510,6544,960,2024-04-29,1,53.51
7214,1273,680,2024-03-19,6,285.0
18308,3192,1331,2024-06-07,3,237.75
586,3850,1296,2024-01-24,10,869.1
1873,418,1218,2024-04-08,9,335.97
19532,5520,1986,2024-06-01,2,71.26
13259,8263,1861,2024-05-30,2,95.68
3956,7459,1777,2024-03-30,9,755.73
18909,3531,272,2024-03-27,7,567.21
12906,2371,1777,2024-01-02,7,587.79
6940,6034,53,2024-05-17,2,178.94
6173,5134,785,2024-01-25,10,133.4
8601,3742,161,2024-06-10,2,77.0
4603,2201,1883,2024-04-20,2,107.08
7211,2184,31,2024-02-03,4,176.08
9659,7509,644,2024-05-02,2,85.76
7293,6131,1816,2024-06-17,5,229.3
17198,7406,1401,2024-05-19,1,90.88
1718,6163,116,2024-04-10,4,314.88
16521,9972,1764,2024-04-25,7,513.38
5369,7558,1040,2024-01-03,10,902.9
5577,6137,1164,2024-06-02,10,537.9
13687,527,79,2024-04-09,2,61.74
14497,1058,117,2024-06-10,6,434.04
14617,7571,467,2024-03-02,9,594.36
16843,6994,1253,2024-03-10,2,66.84
7055,5812,326,2024-06-10,5,165.4
19194,7534,1431,2024-04-30,6,175.02
16716,3404,1500,2024-05-31,7,416.5
2968,4563,582,2024-06-23,7,366.52
11026,6661,1384,2024-03-15,1,67.21
17397,6441,1102,2024-05-28,10,497.6
16168,5812,736,2024-06-17,7,152.18
5040,6688,316,2024-01-20,8,220.16
16748,9951,1256,2024-04-02,8,509.12
1891,2813,825,2024-02-14,10,407.2
16056,5368,1046,2024-01-02,1,54.49
15753,9946,924,2024-06-16,4,102.6
3273,5657,593,2024-04-02,3,266.13
4738,9949,335,2024-02-23,6,524.52
14850,37,1953,2024-05-08,5,326.25
5187,8920,1242,2024-03-29,7,697.48
4198,4703,895,2024-04-23,3,66.66
10833,4178,139,2024-04-11,3,60.33
13005,3909,1300,2024-02-26,1,79.96
1586,5046,155,2024-03-06,3,72.84
10776,4488,73,2024-01-05,1,44.77
9256,4912,1273,2024-05-31,2,163.96
2451,5106,441,2024-03-26,2,192.98
15601,5652,779,2024-05-12,10,966.4
15911,7170,564,2024-01-03,3,59.07
1017,5797,513,2024-01-30,3,209.55
9828,7715,1975,2024-03-29,10,586.2
11224,5251,904,2024-05-30,3,246.18
15885,715,907,2024-01-06,3,192.03
9137,1495,390,2024-01-07,8,390.32
8960,9234,1667,2024-04-29,4,276.48
13516,6746,424,2024-02-25,3,241.38
14220,720,170,2024-06-05,5,82.35
13036,9453,1002,2024-02-20,7,170.8
1694,9857,48,2024-04-10,9,778.86
17845,8718,1200,2024-06-02,7,105.84
11023,801,1720,2024-02-14,4,278.08
8385,6658,1102,2024-05-23,9,447.84
13199,4017,736,2024-02-28,9,195.66
4101,8742,1135,2024-03-24,5,273.6
16561,1809,1968,2024-02-06,1,72.73
127,7,259,2024-05-26,7,528.43
17676,3129,1236,2024-01-27,7,350.49
16366,5419,659,2024-06-07,1,30.9
4520,1751,236,2024-04-18,7,154.21
8295,3531,768,2024-05-20,4,123.76
3828,3702,1357,2024-04-23,6,526.26
14268,8453,101,2024-02-17,9,491.58
3669,7249,1389,2024-02-21,10,169.7
18774,8608,929,2024-06-20,1,23.61
10585,4530,1776,2024-05-24,6,293.16
6694,5848,1249,2024-04-24,10,283.8
9212,933,518,2024-06-14,5,428.3
13265,8317,121,2024-01-19,7,692.3
6908,605,1558,2024-03-28,10,188.9
4877,5028,1847,2024-05-07,1,10.17
13154,1349,2000,2024-06-20,2,53.06
13004,3913,1065,2024-01-17,2,63.48
16479,6236,290,2024-06-03,7,478.66
6342,9018,824,2024-05-11,10,542.7
14669,2054,1805,2024-04-04,3,272.55
15933,8713,1798,2024-06-11,6,207.84
13205,320,47,2024-02-03,10,236.4
15155,9476,123,2024-06-03,7,640.22
10669,6564,1003,2024-03-17,1,85.58
6786,5571,389,2024-05-01,1,99.87
12658,7485,484,2024-01-02,8,245.52
4229,682,1646,2024-03-12,2,130.14
13917,5911,1640,2024-01-04,3,46.77
12014,4820,1296,2024-01-17,3,260.73
3216,9314,1138,2024-02-16,1,43.32
17898,6313,1280,2024-04-28,3,248.85
10336,1382,1661,2024-04-11,5,240.5
15967,2936,1348,2024-04-01,9,364.68
17895,9393,1446,2024-05-07,5,302.75
8065,3300,1144,2024-06-06,10,605.6
8466,9912,1971,2024-05-28,10,843.3
5368,9746,1389,2024-05-24,4,67.88
12675,9959,20,2024-04-22,3,186.9
13578,7371,1535,2024-02-23,2,95.62
1169,7640,1189,2024-05-23,3,188.7
6081,2347,1263,2024-02-27,3,248.67
17795,7629,531,2024-06-14,5,197.35
3197,6619,773,2024-02-24,2,169.06
14550,1064,46,2024-06-03,4,287.32
18239,7473,1749,2024-04-22,6,341.22
2165,1363,372,2024-01-22,9,424.71
12987,4789,1383,2024-06-04,4,180.4
15573,7485,265,2024-02-12,7,462.91
11338,5048,1866,2024-01-26,9,335.34
817,9822,1979,2024-05-18,9,728.91
19233,5767,1502,2024-06-23,3,39.78
16008,6661,1526,2024-03-05,8,266.88
2383,7908,923,2024-01-08,8,326.56
13695,1031,1888,2024-04-05,6,148.26
3083,2312,335,2024-05-13,7,611.94
3276,4537,214,2024-06-24,6,305.28
4277,1135,1058,2024-05-29,5,86.95
14927,9802,1168,2024-02-09,8,291.84
8441,4340,1310,2024-04-25,1,98.35
745,9852,1163,2024-04-23,10,769.7
19471,5323,1626,2024-03-30,5,496.25
2539,2209,7,2024-06-10,3,31.95
17531,6651,1803,2024-05-20,9,664.56
4550,2189,516,2024-05-29,5,426.85
19365,1701,1309,2024-01-17,9,399.24
19410,1881,1825,2024-06-06,10,573.2
63,486,835,2024-01-14,2,129.56
18515,5382,914,2024-02-27,2,132.86
5899,8962,396,2024-01-25,1,60.85
6594,8080,1188,2024-05-15,9,647.73
10971,8744,1422,2024-03-01,6,299.28
4531,9963,1965,2024-03-09,1,65.48
16179,8556,458,2024-06-15,6,402.54
3871,474,809,2024-01-18,7,638.75
8151,2689,435,2024-03-14,5,262.2
13035,7459,1839,2024-03-29,5,287.7
17781,4281,136,2024-04-29,8,609.28
19069,5020,1667,2024-01-11,10,691.2
18681,7600,972,2024-02-13,4,395.6
4304,2982,217,2024-04-05,1,92.3
246,4532,1072,2024-03-25,4,286.4
18298,5153,112,2024-06-17,8,655.6
300,5098,1275,2024-03-07,2,83.44
6835,3519,198,2024-02-18,9,211.05
142,8238,891,2024-04-04,3,127.35
18911,7341,1471,2024-02-16,3,108.84
15872,663,895,2024-05-29,6,133.32
7908,7239,459,2024-01-27,8,394.56
16945,4441,1310,2024-05-30,10,983.5
3007,4932,1341,2024-03-03,3,273.69
17450,8811,1038,2024-05-18,2,95.74
16690,3854,544,2024-01-23,8,217.52
10289,8433,1495,2024-04-30,5,329.75
18199,6868,1424,2024-04-18,10,932.3
12124,5550,50,2024-04-23,8,789.12
18133,814,640,2024-05-02,9,532.08
8061,1349,1705,2024-05-08,9,617.13
301,8924,1715,2024-01-02,3,118.98
2123,8645,1671,2024-04-11,10,893.8
10108,915,765,2024-06-15,1,29.0
9512,4841,1852,2024-05-28,4,63.36
9970,8747,353,2024-06-10,8,405.6
5920,6717,717,2024-01-08,9,660.87
12950,1592,917,2024-01-26,10,830.5
19937,5405,1105,2024-05-21,4,317.64
18553,598,885,2024-03-20,5,157.3
8074,7757,906,2024-02-18,8,540.96
7076,322,1641,2024-01-26,4,45.16
18870,7917,1475,2024-05-16,3,271.83
11757,1093,367,2024-05-17,8,461.12
10656,9059,1864,2024-03-23,5,236.2
4102,3549,1497,2024-01-31,6,500.82
14793,3249,986,2024-06-13,7,408.8
18740,9504,274,2024-03-19,5,317.0
8564,9092,786,2024-03-28,3,126.42
17811,2299,1396,2024-04-26,7,185.43
6876,2904,1968,2024-04-13,7,509.11
16952,6266,1916,2024-02-09,2,116.34
7204,9399,1951,2024-01-18,5,259.65
11973,1349,1197,2024-05-29,4,281.96
2965,5935,1661,2024-06-20,10,481.0
11917,2508,562,2024-02-27,5,91.65
8591,8853,706,2024-03-02,5,421.05
10410,4938,1928,2024-01-23,8,290.96
3200,510,1135,2024-06-07,8,437.76
6850,5222,1870,2024-02-13,10,958.7
9459,8252,1015,2024-06-17,8,437.36
16896,8884,720,2024-02-19,4,225.68
7858,6905,1526,2024-02-18,5,166.8
7400,9985,1117,2024-02-15,5,443.9
14289,6463,936,2024-01-17,3,156.93
16275,9381,1661,2024-01-18,1,48.1
7581,466,936,2024-01-10,6,313.86
19023,7043,1470,2024-02-29,4,172.96
14522,5558,146,2024-02-18,9,571.77
7757,2136,833,2024-06-06,1,98.04
8215,7911,1106,2024-05-08,3,134.25
725,4412,1811,2024-06-04,2,61.48
